HIST3H2BA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIST2H2BC,H2B/t,HIST2H2BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIST2H2BD,H2B/o,H2B/s,H2BFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIST2H2BA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSY3,CHSY2,CSS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP7-1,KAP7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP8-1,KAP8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP11-1,HACL-1,HACL1,KAP11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP19-1,KAP19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULN,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMIQ3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STRM,STRN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP13-2,KAP13-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP13-3,KAP13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP23-1,KAP23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP13-5P,KAP13A,KRTAP13P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP13-6P,KAP13B,KRTAP13P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP6-1,C21orf103,KAP6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP6-2,KAP6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP6-3,KAP6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP19-2,KAP19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP19-3,GTRHP,KAP19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP19-4,KAP19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP19-5,KAP19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP19-6,KAP19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP19-7,KAP19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP20-1,KAP20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP20-2,KAP20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP21-1,KAP21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP21-2,KAP21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP22-1,KAP22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP8-2P,KAP8A,KRTAP8P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP8-3P,KAP8B,KRTAP8P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP19-9P,KAP19A,KRTAP19P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP19-10P,KAP19B,KRTAP19P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP19-11P,KAP19C,KRTAP19P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP20-3,KAP19D,KAP20.3,KRTAP19P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP21-4P,KAP21A,KRTAP21P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DFNB38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00524,C14orf71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00226,C14orf97,NCRNA00226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00221,C14orf98,NCRNA00221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT8P1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMIQ4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMND2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLM4,GLM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST7-OT4,NCRNA00042,ST7OT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPG24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSMD10P3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM151A,C1orf179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSME2P3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSME2P4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSME2P5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSME2P6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSME2P2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLRP9,CLR19.1,NALP9,NOD6,PAN12,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLRP10,CLR11.1,NALP10,NOD8,PAN5,PYNOD,,,,,,,,,,,,,,,,,,,,,,,,,,
NLRP14,CLR11.2,GC-LRR,NALP14,NOD5,PAN8,,,,,,,,,,,,,,,,,,,,,,,,,,
S100A7A,NICE-2,S100A15,S100A7L1,S100A7f,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPIHBP1,GPI-HBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZON,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CELIAC5,GSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAPA3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHDS1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEC4D,CLEC-6,CLEC6,CLECSF8,MCL,MPCL,,,,,,,,,,,,,,,,,,,,,,,,,,
MMS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGR4,MGOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFNE,IFN-E,IFNE1,IFNT1,INFE1,PRO655,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAC1,C15DUPq,CRCS4,DUP15q,HMPS,HMPS1,MPSH,,,,,,,,,,,,,,,,,,,,,,,,,
RAB7B,RAB7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSR,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRPS16P3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRPS24P1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRPS25P1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIST2H2BB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAS2R2P,PS9,T2R02,T2R2,TAS2R2,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAS2R60,T2R56,T2R60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAS2R62P,PS1,T2R62,TAS2R62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELAB1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAS2R64P,PS2,T2R64,T2R64P,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAS2R63P,PS6,T2R63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAS2R18P,PS4,T2R18,T2R65,TAS2R18,TAS2R65,TAS2R65P,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD108,HBII-437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD109A,HBII-438A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD109B,HBII-438B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNORD115-1,HBII-52-1,RNHBII52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANDN1,CANDF3,FCNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCA25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLACE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANO9,PIG5,TMEM16J,TP53I5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCAR2,GPR109A,HCA2,HM74a,HM74b,NIACR1,PUMAG,Puma-g,,,,,,,,,,,,,,,,,,,,,,,,
GTF2IP2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESTP1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFAR4,BMIQ10,GPR120,GPR129,GT01,O3FAR1,PGR4,,,,,,,,,,,,,,,,,,,,,,,,,
KCNK18,K2p18.1,MGR13,TRESK,TRESK-2,TRESK2,TRIK,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD30BP3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHCHD3P1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST8SIA6,SIA8F,SIAT8F,ST8SIA-VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUPD1,DUSP27,FMDSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS26P40,RPS26_20_1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC338620,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR52M2P,OR52M4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUZP2,KFSP2566,PRO6246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRTAP5-AS1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCNQ1-AS1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM225,PMP22CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR8D4,OR11-275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC338667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR5F1,OR11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR5AP2,OR9J1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD13D,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC338694,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD42,SARP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B4GALNT4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSTF3-AS1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR52L1,OR11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR2AG2,OR11-76,OR2AG2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1QL4,C1QTNF11,CTRP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM119,OBIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT79,K6L,KRT6L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC338797,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01089,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST13P8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12orf74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM19A2,TAFA-2,TAFA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLCO1B7,LST-3,LST-3TM12,LST3,SLC21A21,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00550,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS12P23,RPS12_11_1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1QTNF9,AQL1,C1QTNF9A,CTRP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNASE10,RAH1,RNASE9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSX2,CHX10,HOX10,MCOP2,MCOPCB3,RET1,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC338963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHAMMP3,WHAMML1,WHDC1L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKD1P3,HG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKD1P1,HG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339059,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRSS53,POL3S,UNQ308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAB43,RAB11B,RAB41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JMJD8,C16orf20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM92B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM95,UNQ9390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METTL2A,METTL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC144NL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASB16-AS1,C17orf65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17orf67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENPP7,ALK-SMase,E-NPP 7,NPP-7,NPP7,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXLD1,C17orf90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARL16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT17P2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT16P4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOS2P3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17orf51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSL1,MSL-1,hMSL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRRC30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPLX4,CPX-IV,CPXIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF181,HHZ181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF260,OZRF1,PEX1,ZFP260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF546,ZNF49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYPOP,P42pop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NANOS2,NOS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTSL5,THSD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEC4G,DTTR431,LP2698,LSECtin,UNQ431,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEFHP1,NEFHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINGO4,DAAT9248,LRRN6D,PRO34002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLG-AS1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXFP4,GPCR142,GPR100,RLN3R2,RXFPR4,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD45,CT117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1orf174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLHL17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM240,C1orf70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339468,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERVMER61-1,C1orf99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRINP3,DBCCR1L,DBCCR1L1,FAM5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTMR9LP,MTMR9L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBTB8OS,ARCH,ARCH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFAP2E,AP2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF678,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRSS38,MPN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1orf110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM58BP,FAM58B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339529,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339539,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1orf228,NCRNA00082,p40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFP69,ZFP69A,ZKSCAN23A,ZNF642,ZSCAN54A,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGKV1OR2-118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339568,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339593,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339622,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC35E4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339666,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEX33,C22orf33,EAN57,cE81G9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00634,BK250D10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339685,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK2P2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM201B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOPL,BTBD33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLK7-AS1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP27C1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MROH2A,HEATR7B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPNL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2orf70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRR30,C2orf53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT18P19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00299,C2orf46,NCRNA00299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF3FP3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339803,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2orf74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339807,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC39,CILD14,FAP59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC36,CT74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWP1P1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASS1P7,ASSP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339874,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALG1L6P,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF4BP8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C3orf35,APRG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC00880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GADL1,ADC,CSADC,HuADC,HuCSADC,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNN2P6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339902,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRSS42,TESSP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRPS35P1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHHADH-AS1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPP-AS2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H1FX-AS1,C3orf47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCDC158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339966,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMPRSS11A,ECRG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCOM2,GLURR2,GRINL1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIML1,RNF209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRRC66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339978,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAT8L,CML3,NACED,NAT8-LIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC339988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC6A19,B0AT1,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRR7-AS1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM173,ERIS,MITA,MPYS,NET23,STING,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM170A,ZNFD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5orf66-AS2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARSI,SPG66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340085,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340089,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340090,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINC01020,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3.X,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD34B,DP58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC35D3,FRCL1,bA55K22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZC3H12D,C6orf95,MCPIP4,TFL,dJ281H8.1,p34,,,,,,,,,,,,,,,,,,,,,,,,,,
MYLK4,SgK085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPPA5,ESG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQCB2P,IQCB1P1,dJ313I6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFITM4P,dJ377H14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLPSL1,C6orf127,ESP32,dJ510O8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREML1,GLTL1825,PRO3438,TLT-1,TLT1,dJ238O23.3,,,,,,,,,,,,,,,,,,,,,,,,,,
TREML3P,TLT3,TREML3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NANOGP3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNRC18P3,TNRC18C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF680,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNCX,UNCX4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL28A1,COL28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCB5,ABCB5alpha,ABCB5beta,EST422562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASS1P11,ASSP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM221A,C7orf46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM183B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTAGE6,CTAGE6P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340340,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPAN33,PEN,PEN.,TSPAN-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGBL3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOC340357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLHL38,C8ORFK36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRBP2,TRG16,pp9320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF517,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIAA1875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMEM249,C8ORFK29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSPO2,CRISTIN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTEA,A26A1,CT104.3,POTE-8,POTE8,,,,,,,,,,,,,,,,,,,,,,,,,,,
RPS5P5,RPS5_2_920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRT18P24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC21,9130404H11Rik,DHHC-21,DHHC21,DNZ1,HSPC097,,,,,,,,,,,,,,,,,,,,,,,,,,
ACER2,ALKCDase2,ASAH3L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMPDH1P1,bA537H15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCEA1P3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAS2L1P2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
